customer_id,gender,age,tenure,monthly_charges,contract_type,payment_method,churn
44051,Female,19,15,54.47,One Year,UPI,Yes
59811,Male,59,70,54.99,Month-to-Month,Debit Card,No
40447,Male,18,55,74.3,Month-to-Month,Debit Card,No
93930,Female,53,53,58.35,Month-to-Month,Net Banking,Yes
40254,Male,29,16,20.14,Month-to-Month,Credit Card,Yes
94045,Female,26,34,93.18,One Year,UPI,No
67418,Female,53,27,95.17,Month-to-Month,UPI,Yes
24472,Female,58,13,94.7,Month-to-Month,Net Banking,No
13471,Male,45,27,54.5,Month-to-Month,Net Banking,No
18329,Male,55,69,72.23,One Year,UPI,No
44865,Female,50,31,56.0,One Year,UPI,No
56850,Male,59,3,21.6,Two Year,Credit Card,No
64220,Male,63,30,76.24,One Year,Net Banking,Yes
16397,Female,39,21,32.38,Month-to-Month,Credit Card,No
45525,Male,42,6,28.0,Month-to-Month,Net Banking,No
63072,Male,35,32,95.55,One Year,Net Banking,No
93820,Female,23,42,20.95,Two Year,Credit Card,No
94530,Female,35,62,115.9,Month-to-Month,Debit Card,No
33284,Male,69,32,71.53,Month-to-Month,Debit Card,Yes
71330,Female,33,39,118.3,Month-to-Month,Debit Card,No
93369,Male,32,64,25.8,One Year,Net Banking,No
35122,Female,65,30,78.35,Month-to-Month,Credit Card,No
80553,Female,25,63,54.93,Month-to-Month,Debit Card,No
91906,Female,30,31,104.35,Two Year,UPI,No
72812,Female,60,40,56.12,Month-to-Month,Debit Card,Yes
17999,Male,24,33,46.05,Month-to-Month,Credit Card,Yes
32436,Female,34,63,105.76,Month-to-Month,Net Banking,Yes
52963,Female,67,25,57.47,Month-to-Month,Credit Card,No
12096,Female,49,36,21.68,Month-to-Month,Net Banking,No
35279,Male,39,24,59.03,Month-to-Month,Credit Card,No
36201,Male,68,58,85.45,Month-to-Month,Credit Card,No
29715,Female,30,39,45.44,One Year,UPI,No
39309,Female,64,46,63.2,One Year,Debit Card,No
25078,Female,40,10,25.67,Month-to-Month,Debit Card,No
66614,Female,46,32,78.81,Month-to-Month,Credit Card,No
15105,Female,39,36,95.63,One Year,Debit Card,No
12839,Female,18,28,61.33,Month-to-Month,UPI,No
78920,Male,46,16,62.02,Month-to-Month,Credit Card,Yes
53619,Female,65,16,28.83,Month-to-Month,Debit Card,No
52821,Female,22,18,40.19,One Year,Debit Card,No
23493,Female,52,8,35.47,Month-to-Month,Net Banking,No
27069,Female,27,70,68.17,One Year,Debit Card,No
17531,Female,36,1,72.93,One Year,Debit Card,Yes
47051,Female,54,62,114.89,Two Year,Net Banking,No
17736,Male,24,38,27.32,Month-to-Month,Credit Card,No
17710,Male,63,45,79.99,One Year,Credit Card,No
77155,Male,52,58,72.65,Month-to-Month,UPI,No
23975,Male,62,1,71.62,Month-to-Month,Net Banking,Yes
72424,Male,30,32,107.32,Month-to-Month,Credit Card,No
55603,Male,27,8,40.55,Month-to-Month,Debit Card,Yes
33252,Female,19,40,24.08,One Year,Debit Card,No
90797,Female,23,56,87.23,Month-to-Month,Debit Card,Yes
11431,Female,25,63,54.52,Month-to-Month,UPI,No
84603,Female,53,36,21.76,Month-to-Month,Credit Card,Yes
47481,Female,42,57,45.14,One Year,Net Banking,No
19557,Female,61,45,50.93,Month-to-Month,Credit Card,No
84971,Male,64,2,81.68,One Year,Net Banking,Yes
10162,Female,57,68,37.26,One Year,Net Banking,No
44742,Male,24,50,61.31,One Year,Credit Card,No
29675,Male,63,29,68.25,Month-to-Month,Debit Card,No
83997,Female,40,10,65.92,One Year,Debit Card,Yes
27015,Female,36,27,117.39,Month-to-Month,Net Banking,No
60057,Female,63,15,24.55,One Year,Debit Card,Yes
42591,Female,39,60,115.1,One Year,UPI,No
19833,Female,30,31,78.19,Month-to-Month,UPI,Yes
17896,Female,38,21,99.57,One Year,Net Banking,No
42972,Female,18,60,63.04,Month-to-Month,Debit Card,No
59733,Male,36,58,65.38,Month-to-Month,Net Banking,No
51800,Female,50,41,107.93,Month-to-Month,UPI,No
15347,Female,21,46,109.59,Two Year,UPI,No
69063,Male,59,45,43.87,Two Year,UPI,No
12643,Female,20,26,39.92,One Year,Credit Card,No
50785,Female,44,51,69.62,Two Year,UPI,No
28681,Male,69,36,110.03,Month-to-Month,Debit Card,No
60026,Female,58,52,52.24,Two Year,Credit Card,No
25892,Female,52,51,85.2,Month-to-Month,UPI,Yes
57299,Female,45,3,90.82,One Year,Debit Card,Yes
27073,Female,23,14,97.87,One Year,UPI,No
40682,Female,23,49,76.39,Month-to-Month,Debit Card,No
24289,Female,61,1,60.25,Month-to-Month,Debit Card,No
17927,Male,40,57,116.7,Month-to-Month,UPI,Yes
58330,Female,50,17,81.13,Two Year,UPI,Yes
76707,Female,33,50,92.86,Month-to-Month,Credit Card,Yes
87454,Male,41,14,54.5,Month-to-Month,UPI,No
75428,Male,22,59,86.99,One Year,Debit Card,No
60601,Female,58,3,45.78,Month-to-Month,Net Banking,No
87465,Male,59,40,44.51,Month-to-Month,Credit Card,No
12539,Female,30,66,91.47,One Year,Debit Card,No
32669,Female,64,34,72.14,Month-to-Month,Debit Card,No
80968,Male,29,9,88.33,One Year,Net Banking,Yes
30644,Female,22,21,46.94,Month-to-Month,UPI,No
28745,Female,54,25,79.87,Month-to-Month,Debit Card,No
38228,Male,48,44,64.39,Month-to-Month,Net Banking,No
44521,Male,45,25,79.7,Month-to-Month,Net Banking,Yes
36928,Male,45,9,49.09,Two Year,UPI,Yes
28322,Male,47,62,91.55,Two Year,Net Banking,No
67714,Female,35,26,100.59,Month-to-Month,Net Banking,No
97896,Male,61,57,45.99,Month-to-Month,Net Banking,Yes
72292,Male,44,37,50.06,Month-to-Month,Net Banking,No
39055,Male,52,16,86.12,Month-to-Month,Net Banking,No
52891,Male,43,37,89.56,Month-to-Month,Net Banking,No
91912,Male,56,24,90.41,One Year,Debit Card,No
16588,Female,66,26,88.27,Month-to-Month,Credit Card,No
16304,Male,68,20,59.28,Month-to-Month,UPI,Yes
17345,Female,35,9,59.49,Month-to-Month,Credit Card,Yes
39300,Male,50,29,45.48,Month-to-Month,UPI,Yes
34259,Male,42,31,35.68,One Year,Credit Card,No
98553,Male,48,19,89.26,Month-to-Month,UPI,No
25352,Male,54,20,29.32,Month-to-Month,Net Banking,No
43365,Male,19,27,113.78,Month-to-Month,Credit Card,No
29446,Male,50,44,102.67,Two Year,Credit Card,No
12336,Male,56,35,105.75,Month-to-Month,UPI,No
72032,Male,60,71,110.67,Two Year,UPI,Yes
85415,Female,60,22,60.86,Month-to-Month,Debit Card,No
17521,Male,49,15,104.67,Two Year,Net Banking,No
81707,Female,35,13,35.81,One Year,Net Banking,No
33481,Male,34,4,22.16,Month-to-Month,Debit Card,No
28474,Female,51,56,98.49,One Year,UPI,No
56760,Male,56,23,27.48,One Year,Net Banking,No
65718,Male,24,34,118.85,Month-to-Month,UPI,Yes
54629,Male,59,17,87.48,Month-to-Month,Net Banking,No
55232,Female,52,28,95.34,One Year,Credit Card,No
96544,Female,47,14,44.58,One Year,Credit Card,Yes
77169,Female,29,34,87.39,One Year,Net Banking,Yes
60669,Female,52,57,24.32,One Year,Net Banking,No
88021,Male,28,55,103.78,One Year,Net Banking,No
79184,Male,61,66,36.96,One Year,Debit Card,No
57945,Male,21,37,89.74,Month-to-Month,Net Banking,No
23140,Female,42,68,42.45,Month-to-Month,Debit Card,No
93457,Male,65,26,26.85,Two Year,Debit Card,No
24357,Female,49,61,68.15,Month-to-Month,Credit Card,No
78673,Female,37,67,36.93,Month-to-Month,Net Banking,No
75633,Female,67,52,92.94,One Year,Credit Card,No
86943,Female,48,18,43.76,Month-to-Month,Credit Card,No
88258,Female,21,53,54.25,Month-to-Month,Debit Card,Yes
22924,Male,55,63,76.74,Month-to-Month,UPI,No
79286,Female,64,53,48.5,One Year,Debit Card,No
84071,Female,18,27,57.8,Two Year,Credit Card,No
67326,Male,20,31,101.56,Month-to-Month,Debit Card,Yes
40651,Female,54,1,37.92,Month-to-Month,Debit Card,Yes
80202,Female,39,6,28.22,Month-to-Month,Debit Card,Yes
58777,Male,34,11,52.84,Month-to-Month,Net Banking,No
26994,Male,31,34,62.44,Month-to-Month,Debit Card,No
77263,Male,58,63,74.27,Month-to-Month,Credit Card,No
69634,Female,52,53,57.24,Month-to-Month,Debit Card,No
20800,Male,30,18,98.99,Month-to-Month,Net Banking,Yes
47823,Male,52,21,23.93,Month-to-Month,Credit Card,Yes
73878,Male,60,19,63.18,One Year,Debit Card,Yes
28708,Female,19,4,58.23,Two Year,Credit Card,No
22819,Male,64,29,84.76,Two Year,Net Banking,No
84905,Female,30,25,116.63,One Year,UPI,No
73870,Female,68,56,71.04,Month-to-Month,Net Banking,No
19283,Male,33,63,118.69,One Year,Net Banking,Yes
40573,Female,35,27,50.22,Month-to-Month,Credit Card,Yes
88707,Female,24,60,23.09,One Year,Credit Card,No
40933,Male,62,49,36.57,One Year,UPI,No
15774,Female,53,65,59.51,One Year,UPI,Yes
82055,Male,58,38,51.63,Two Year,UPI,Yes
20983,Female,47,52,29.71,One Year,Net Banking,No
28133,Female,59,1,63.27,One Year,Net Banking,No
24939,Male,58,40,53.81,Month-to-Month,UPI,Yes
10781,Male,24,21,32.26,Two Year,UPI,No
66700,Female,32,15,49.61,Month-to-Month,UPI,Yes
37624,Female,57,50,108.64,Two Year,Debit Card,No
16823,Male,36,48,50.2,Month-to-Month,Debit Card,Yes
28489,Female,60,32,91.4,Month-to-Month,UPI,Yes
49961,Female,54,49,81.2,One Year,Net Banking,No
39118,Female,19,68,62.72,Month-to-Month,Credit Card,Yes
91816,Female,59,45,43.9,One Year,Net Banking,No
32263,Male,65,32,56.9,Month-to-Month,Credit Card,No
23565,Male,30,4,79.21,Two Year,UPI,Yes
30354,Male,57,65,55.08,One Year,Debit Card,No
52951,Male,58,71,41.49,One Year,Debit Card,No
33648,Male,60,65,31.65,Month-to-Month,Credit Card,Yes
60729,Male,60,18,107.98,Month-to-Month,UPI,No
51971,Female,48,54,64.03,One Year,Debit Card,No
28658,Male,33,47,82.52,Month-to-Month,UPI,Yes
31253,Female,59,6,69.04,Month-to-Month,UPI,No
74166,Female,61,66,107.26,One Year,Credit Card,No
58563,Female,23,9,74.69,Month-to-Month,UPI,Yes
36390,Male,45,68,68.08,Month-to-Month,UPI,No
98664,Female,49,23,112.46,Month-to-Month,Credit Card,No
61578,Male,61,43,91.97,Month-to-Month,Debit Card,Yes
89025,Female,27,51,31.15,Two Year,Net Banking,Yes
42658,Female,67,25,37.77,Month-to-Month,UPI,No
16852,Male,35,35,98.71,Two Year,Credit Card,No
12551,Female,21,17,103.59,Month-to-Month,Debit Card,Yes
81947,Female,26,18,74.52,Month-to-Month,UPI,No
71001,Female,24,27,75.45,Month-to-Month,Net Banking,No
59159,Female,67,15,83.19,Month-to-Month,Debit Card,Yes
61707,Male,25,69,63.91,One Year,Credit Card,No
43243,Female,60,15,88.02,Two Year,UPI,No
31800,Female,24,42,30.85,Month-to-Month,Credit Card,No
85939,Male,58,34,116.13,One Year,Net Banking,No
67828,Female,57,48,95.02,Month-to-Month,Net Banking,No
17239,Female,20,8,83.12,Month-to-Month,Credit Card,Yes
16710,Female,34,10,51.63,Month-to-Month,UPI,No
31384,Female,19,5,36.1,Two Year,Credit Card,No
31038,Male,32,48,60.93,Month-to-Month,Debit Card,No
50846,Female,63,26,86.16,Two Year,Credit Card,No
97983,Male,46,23,83.37,Month-to-Month,Net Banking,No
77821,Female,67,62,58.26,Month-to-Month,UPI,Yes
47991,Female,65,13,81.33,Month-to-Month,UPI,No
89057,Female,69,9,101.37,One Year,Net Banking,Yes
16971,Male,39,20,22.63,One Year,Net Banking,No
39139,Female,21,57,65.06,Month-to-Month,Debit Card,No
95445,Female,69,24,95.86,Two Year,Net Banking,No
87067,Male,23,33,74.61,Month-to-Month,Net Banking,No
90257,Male,55,20,85.15,Two Year,Net Banking,Yes
94742,Male,43,60,71.67,One Year,UPI,Yes
47711,Male,28,48,119.19,One Year,Net Banking,No
16530,Female,43,64,25.46,One Year,Credit Card,Yes
21116,Female,34,30,69.1,Month-to-Month,Credit Card,No
75794,Female,41,17,29.14,One Year,UPI,Yes
10282,Female,45,14,35.98,Month-to-Month,Debit Card,Yes
89473,Male,52,19,58.3,Month-to-Month,Debit Card,Yes
11898,Female,48,71,35.55,Month-to-Month,UPI,No
14135,Female,30,59,116.37,Month-to-Month,Credit Card,No
16629,Female,52,67,114.68,Month-to-Month,UPI,No
95120,Female,33,44,53.61,Month-to-Month,Net Banking,Yes
99087,Male,32,32,83.97,Month-to-Month,UPI,No
75031,Female,60,11,73.38,Month-to-Month,Debit Card,Yes
43380,Female,35,2,101.56,Two Year,Credit Card,Yes
27071,Female,64,68,82.74,Month-to-Month,Debit Card,No
30074,Male,54,17,20.03,One Year,Debit Card,No
77843,Male,65,40,96.32,Month-to-Month,Credit Card,Yes
49901,Female,65,46,94.68,Month-to-Month,Net Banking,No
21205,Female,66,4,70.97,Month-to-Month,Credit Card,Yes
65661,Female,58,38,110.29,Month-to-Month,Credit Card,No
15906,Male,44,63,110.84,One Year,UPI,No
12591,Female,52,29,72.39,One Year,Credit Card,No
72987,Female,69,19,80.8,Month-to-Month,UPI,No
73370,Female,62,29,119.65,Month-to-Month,Debit Card,No
90685,Male,52,35,49.88,Two Year,Credit Card,No
64400,Female,45,70,52.46,Month-to-Month,Net Banking,No
35150,Female,56,23,38.28,Month-to-Month,UPI,No
41852,Male,55,46,109.59,One Year,UPI,No
52870,Male,26,44,94.45,Month-to-Month,Net Banking,Yes
62756,Female,29,48,30.56,Two Year,UPI,No
66481,Male,32,52,118.18,One Year,UPI,No
11283,Female,38,8,93.1,Month-to-Month,Net Banking,Yes
43691,Male,69,55,105.05,Month-to-Month,Debit Card,No
11125,Male,52,66,24.82,Month-to-Month,Credit Card,No
77065,Female,59,40,70.5,Month-to-Month,Credit Card,No
36170,Female,50,31,89.86,Two Year,Credit Card,No
18438,Female,68,48,74.29,One Year,Credit Card,No
30095,Male,36,61,86.66,Month-to-Month,Credit Card,No
26154,Female,40,52,101.79,Month-to-Month,Credit Card,No
18004,Female,30,38,57.43,Month-to-Month,UPI,Yes
19752,Female,61,36,104.87,Month-to-Month,Credit Card,Yes
65426,Female,18,55,36.29,One Year,UPI,No
36819,Female,68,13,47.09,One Year,Net Banking,Yes
34217,Male,46,37,24.33,Month-to-Month,Debit Card,No
98708,Female,41,47,56.44,Month-to-Month,UPI,No
42994,Female,33,71,57.99,One Year,Debit Card,No
25036,Male,42,22,100.53,Month-to-Month,Net Banking,No
87275,Female,40,39,85.31,One Year,Credit Card,No
59416,Female,45,58,63.67,Month-to-Month,Debit Card,No
19587,Female,64,30,85.21,One Year,Debit Card,Yes
10645,Female,33,18,25.28,Two Year,Net Banking,Yes
40930,Female,60,18,38.03,Two Year,Net Banking,No
91835,Male,55,39,82.69,Two Year,Net Banking,No
40090,Male,28,26,84.14,Two Year,UPI,Yes
97489,Male,20,71,97.41,One Year,UPI,No
62142,Female,32,7,60.3,Two Year,Debit Card,No
36475,Male,18,69,92.26,Two Year,Net Banking,No
28888,Female,24,65,88.4,One Year,Debit Card,No
53732,Female,18,46,116.34,Month-to-Month,Credit Card,No
91623,Female,66,18,41.51,Month-to-Month,Net Banking,No
56305,Male,49,13,75.17,One Year,UPI,No
56037,Male,26,25,80.18,Month-to-Month,Net Banking,No
19346,Male,46,8,119.86,One Year,Debit Card,Yes
10587,Female,43,32,40.12,Month-to-Month,UPI,No
22763,Male,40,17,72.32,Month-to-Month,Credit Card,Yes
69165,Female,62,48,54.62,One Year,Credit Card,No
79615,Male,60,63,72.59,Two Year,Debit Card,No
46116,Male,46,40,43.21,Month-to-Month,Net Banking,Yes
95751,Female,69,15,24.76,Two Year,Credit Card,Yes
35556,Female,55,6,77.26,One Year,Debit Card,Yes
69042,Male,50,63,53.59,Month-to-Month,UPI,Yes
28099,Male,24,8,38.19,Month-to-Month,UPI,No
55096,Male,29,32,52.39,Month-to-Month,Debit Card,Yes
81986,Female,48,45,24.93,Month-to-Month,Net Banking,Yes
23230,Female,49,52,115.04,Month-to-Month,Net Banking,No
39009,Male,37,13,78.11,Month-to-Month,Net Banking,No
80969,Male,68,24,101.48,Month-to-Month,Net Banking,Yes
43866,Female,34,40,62.31,One Year,Debit Card,Yes
94246,Male,53,14,110.33,Month-to-Month,Debit Card,No
86975,Female,20,70,68.33,One Year,UPI,No
51855,Female,18,62,77.39,Month-to-Month,UPI,No
91557,Female,67,61,69.18,One Year,Net Banking,Yes
16416,Female,44,1,93.33,Two Year,Credit Card,Yes
82516,Female,64,66,76.67,Month-to-Month,Credit Card,Yes
65915,Female,57,32,47.16,Two Year,UPI,Yes
28058,Male,50,13,34.55,One Year,UPI,No
86637,Female,37,33,80.61,One Year,Debit Card,No
50718,Female,31,32,68.92,One Year,UPI,No
42602,Male,53,56,29.6,Month-to-Month,UPI,No
84658,Female,22,24,59.56,Month-to-Month,Net Banking,No
88112,Male,40,4,71.48,Month-to-Month,Credit Card,Yes
68067,Female,62,23,102.69,Month-to-Month,Credit Card,No
37516,Male,32,29,27.61,Month-to-Month,Debit Card,Yes
97969,Male,23,21,54.85,Two Year,Credit Card,No
11089,Female,50,30,102.27,Month-to-Month,Net Banking,No
47346,Female,36,20,84.84,Two Year,Net Banking,No
84663,Female,30,16,49.0,Month-to-Month,Debit Card,No
20487,Female,46,67,104.53,Month-to-Month,UPI,No
10155,Male,23,49,69.33,Month-to-Month,UPI,No
77494,Male,32,58,69.84,Month-to-Month,Net Banking,No
86229,Male,33,44,117.66,Two Year,Debit Card,No
48547,Female,41,25,114.71,One Year,Net Banking,Yes
38795,Male,40,23,55.85,Month-to-Month,Credit Card,No
65296,Female,65,59,34.06,Two Year,Credit Card,No
31447,Female,27,1,52.57,One Year,Net Banking,No
46598,Male,58,15,23.05,Month-to-Month,UPI,No
51814,Female,58,52,22.08,One Year,Credit Card,No
85330,Male,66,58,59.55,One Year,Debit Card,No
97960,Female,34,41,114.1,Month-to-Month,UPI,No
73278,Male,66,44,107.14,One Year,Credit Card,Yes
65077,Female,61,4,71.14,Month-to-Month,Net Banking,Yes
81906,Male,62,68,76.52,Month-to-Month,UPI,Yes
19528,Male,47,7,20.59,Month-to-Month,UPI,No
60100,Female,61,46,41.55,Two Year,Credit Card,Yes
18179,Female,63,9,22.48,One Year,Debit Card,No
58781,Male,27,33,95.45,Month-to-Month,Credit Card,No
65267,Female,36,33,34.56,Month-to-Month,Credit Card,No
92379,Female,46,4,106.9,Month-to-Month,Credit Card,Yes
33952,Female,19,65,84.33,One Year,Credit Card,No
63798,Male,53,34,42.94,Month-to-Month,Credit Card,Yes
60939,Male,36,64,35.77,One Year,Net Banking,No
39516,Female,24,25,82.76,Two Year,Credit Card,Yes
66526,Female,43,55,110.08,One Year,Debit Card,No
20449,Male,32,9,91.84,Month-to-Month,UPI,Yes
60290,Female,64,17,54.85,Month-to-Month,Net Banking,No
96661,Male,55,21,78.74,Month-to-Month,Debit Card,No
82954,Female,20,60,51.08,One Year,Credit Card,No
32746,Female,55,13,119.91,One Year,Debit Card,No
77990,Female,33,3,94.88,Month-to-Month,UPI,Yes
68810,Male,19,68,81.44,Month-to-Month,Debit Card,Yes
93297,Male,48,4,62.33,Two Year,Credit Card,No
25223,Male,45,7,81.82,Month-to-Month,UPI,Yes
82237,Male,24,26,54.16,Month-to-Month,Credit Card,Yes
12597,Female,47,24,22.89,One Year,Credit Card,No
75677,Female,60,10,59.51,Month-to-Month,Net Banking,Yes
12659,Male,24,13,113.05,One Year,UPI,Yes
96516,Female,53,44,82.63,One Year,UPI,No
84567,Female,46,39,28.4,One Year,Credit Card,No
25037,Male,41,19,108.5,Month-to-Month,Debit Card,Yes
56738,Female,69,51,46.89,Month-to-Month,UPI,Yes
81678,Female,56,19,44.38,Month-to-Month,Debit Card,Yes
22109,Male,21,52,49.71,Month-to-Month,Debit Card,No
32010,Female,46,47,77.72,Two Year,UPI,No
18787,Female,61,30,74.47,One Year,Debit Card,No
18472,Female,22,46,69.14,Month-to-Month,UPI,Yes
33383,Male,46,21,91.75,Two Year,Net Banking,No
71709,Male,47,48,51.65,One Year,UPI,No
79785,Female,46,62,98.21,Month-to-Month,UPI,No
44518,Female,43,58,37.53,Month-to-Month,UPI,No
63909,Female,36,18,98.26,Month-to-Month,Net Banking,No
28351,Male,43,59,86.38,Two Year,Debit Card,Yes
79624,Male,54,48,88.32,Month-to-Month,Net Banking,No
63330,Male,44,63,68.16,Two Year,Debit Card,Yes
25282,Female,47,12,86.7,Month-to-Month,UPI,Yes
94866,Female,68,34,27.98,Two Year,UPI,No
31778,Female,47,61,105.16,Month-to-Month,Net Banking,No
34264,Female,20,53,25.55,Two Year,Net Banking,No
69675,Female,60,25,34.87,Two Year,Net Banking,Yes
15075,Male,24,62,77.68,Month-to-Month,Net Banking,No
85948,Female,66,4,93.94,One Year,UPI,Yes
58454,Female,26,13,27.63,One Year,UPI,No
38365,Female,58,42,112.08,Two Year,Credit Card,Yes
82766,Male,59,49,117.36,Month-to-Month,Net Banking,No
58200,Female,30,56,80.6,Month-to-Month,Net Banking,Yes
21002,Male,32,47,68.12,Two Year,Debit Card,Yes
23947,Male,22,8,94.14,One Year,Debit Card,Yes
89222,Male,46,55,52.84,Month-to-Month,UPI,No
88610,Male,52,18,69.33,One Year,Credit Card,No
62142,Male,44,35,111.62,Month-to-Month,Net Banking,No
66307,Female,44,32,115.57,One Year,Credit Card,No
14493,Female,25,24,112.71,Month-to-Month,Credit Card,Yes
60085,Male,49,7,46.24,Month-to-Month,UPI,No
44228,Male,37,13,43.25,Month-to-Month,Credit Card,No
89676,Male,27,69,49.77,Month-to-Month,Net Banking,Yes
61875,Female,30,42,64.13,Month-to-Month,UPI,Yes
41655,Female,46,31,51.42,Month-to-Month,Credit Card,Yes
53472,Male,52,26,57.42,Month-to-Month,UPI,No
59437,Female,25,32,82.06,Month-to-Month,UPI,Yes
59416,Female,46,52,96.25,One Year,Debit Card,Yes
69711,Male,48,20,93.56,Month-to-Month,UPI,No
16816,Male,58,40,101.44,Month-to-Month,Credit Card,No
87175,Female,47,59,23.22,One Year,Debit Card,No
74307,Female,39,14,24.77,Two Year,Net Banking,No
56733,Female,38,44,98.94,One Year,Net Banking,Yes
21240,Male,29,48,73.31,Month-to-Month,Net Banking,No
81363,Male,28,43,77.81,One Year,Net Banking,Yes
42762,Male,19,16,25.26,Two Year,Net Banking,No
18259,Female,67,35,45.53,Month-to-Month,Credit Card,No
60139,Female,58,53,83.84,Two Year,UPI,No
24849,Male,19,34,105.92,Month-to-Month,Debit Card,No
91768,Female,51,3,111.7,Month-to-Month,UPI,Yes
99709,Male,20,68,70.04,Month-to-Month,UPI,No
64869,Female,33,5,74.55,One Year,Credit Card,Yes
73095,Male,68,10,103.3,Month-to-Month,Credit Card,Yes
80910,Female,21,52,73.76,Month-to-Month,Credit Card,Yes
96710,Female,40,29,71.69,Month-to-Month,Debit Card,No
33567,Male,67,31,110.51,Month-to-Month,Credit Card,Yes
45292,Male,37,66,98.99,Month-to-Month,UPI,No
84813,Male,42,69,110.91,Month-to-Month,Debit Card,No
61631,Male,47,37,41.82,Month-to-Month,Credit Card,Yes
19885,Male,35,27,72.44,Two Year,Credit Card,No
69659,Female,59,33,104.25,Month-to-Month,Credit Card,No
64306,Male,28,68,31.11,Month-to-Month,UPI,No
76314,Male,46,59,99.47,Month-to-Month,Credit Card,Yes
75087,Male,34,64,38.3,Month-to-Month,UPI,No
39165,Male,43,44,100.81,Month-to-Month,Debit Card,No
68929,Male,40,49,81.2,Month-to-Month,Credit Card,No
77028,Female,69,53,39.32,One Year,Net Banking,Yes
59812,Male,65,49,67.34,Month-to-Month,Net Banking,Yes
60500,Male,37,66,88.19,Month-to-Month,UPI,No
89151,Male,62,63,83.39,Month-to-Month,Credit Card,No
68643,Female,19,25,62.72,One Year,Credit Card,Yes
54900,Female,41,4,109.94,One Year,Net Banking,Yes
52946,Male,48,51,71.93,Month-to-Month,Debit Card,Yes
17851,Male,44,11,70.59,Month-to-Month,Debit Card,Yes
26288,Female,19,17,26.23,Two Year,UPI,No
82692,Female,31,66,112.21,Month-to-Month,Net Banking,Yes
77580,Female,21,70,37.71,Month-to-Month,UPI,Yes
17368,Male,66,69,72.83,Month-to-Month,UPI,Yes
95436,Male,30,29,100.36,Month-to-Month,Debit Card,Yes
56403,Female,53,20,41.55,Two Year,Net Banking,Yes
19168,Male,52,27,72.74,Two Year,UPI,No
96497,Female,61,8,44.07,One Year,Debit Card,Yes
59879,Female,25,61,95.97,Month-to-Month,Debit Card,No
69871,Female,19,28,76.43,Month-to-Month,Credit Card,No
99388,Male,23,70,105.6,Month-to-Month,Net Banking,No
42174,Female,48,3,109.46,Two Year,Net Banking,Yes
16581,Female,27,69,84.87,One Year,Credit Card,Yes
81853,Male,61,7,92.54,Month-to-Month,UPI,Yes
74046,Female,38,60,74.92,Month-to-Month,Debit Card,Yes
59678,Male,59,4,58.44,Month-to-Month,Debit Card,No
36649,Female,27,5,84.81,Two Year,Debit Card,Yes
98668,Male,40,11,110.83,Month-to-Month,Credit Card,Yes
92325,Female,20,15,61.67,Month-to-Month,Debit Card,No
24567,Female,49,64,51.44,Month-to-Month,UPI,No
90404,Female,37,13,58.84,Month-to-Month,UPI,Yes
99906,Female,27,7,63.54,Two Year,Credit Card,Yes
71944,Female,46,6,27.36,Two Year,UPI,No
88002,Male,58,56,69.84,Two Year,Net Banking,Yes
38803,Male,69,64,69.43,One Year,Net Banking,Yes
28230,Female,68,50,78.84,Month-to-Month,Debit Card,No
27862,Female,63,30,56.28,Month-to-Month,Debit Card,No
53355,Female,51,22,81.31,Month-to-Month,Net Banking,No
41259,Male,54,25,107.82,One Year,UPI,No
97445,Male,37,28,115.55,Month-to-Month,Credit Card,No
40795,Female,25,39,78.36,One Year,Debit Card,Yes
18770,Male,24,67,24.26,Month-to-Month,Debit Card,No
21093,Female,23,5,116.92,Month-to-Month,Net Banking,Yes
56571,Female,28,65,90.59,One Year,Net Banking,No
10193,Female,61,15,53.6,Two Year,Credit Card,Yes
27569,Male,35,67,34.72,Month-to-Month,Debit Card,No
21190,Female,68,40,34.34,Month-to-Month,UPI,No
72824,Female,59,69,36.77,Two Year,UPI,Yes
52752,Female,46,43,24.56,One Year,Net Banking,No
42327,Male,42,1,110.22,Month-to-Month,Credit Card,Yes
52070,Male,38,22,74.08,Month-to-Month,Net Banking,No
95925,Male,63,62,90.0,Month-to-Month,Credit Card,Yes
50197,Female,20,26,102.81,Month-to-Month,UPI,No
12261,Male,35,18,99.15,Two Year,Credit Card,No
36512,Female,41,48,108.26,Month-to-Month,UPI,No
16716,Male,64,9,116.73,Month-to-Month,Credit Card,Yes
96795,Female,55,1,63.91,Month-to-Month,Net Banking,Yes
38933,Male,27,9,115.03,Month-to-Month,UPI,Yes
14378,Female,44,23,92.33,Month-to-Month,Debit Card,No
50583,Male,29,45,27.07,Month-to-Month,Debit Card,Yes
95371,Male,24,2,88.18,Month-to-Month,UPI,Yes
39033,Male,34,14,88.67,Month-to-Month,Debit Card,No
34000,Female,18,38,110.59,Month-to-Month,UPI,No
85868,Male,67,40,57.29,Month-to-Month,Net Banking,No
52604,Male,43,63,78.49,One Year,Net Banking,No
78336,Male,32,16,21.22,Month-to-Month,Credit Card,Yes
83869,Male,68,6,53.21,Month-to-Month,Debit Card,No
15410,Female,50,3,26.22,Month-to-Month,Debit Card,No
93375,Male,54,14,72.19,Two Year,Debit Card,Yes
66044,Female,64,66,101.74,Two Year,UPI,No
73315,Female,48,67,40.64,Month-to-Month,Net Banking,No
81344,Female,52,31,72.74,One Year,Debit Card,No
